"Osnovne skupine prebivalstva po spolu, Slovenija, èetrtletno"

"SKUPINE PREBIVALSTVA";"SPOL";"2012Q1";"2012Q2";"2012Q3";"2012Q4";"2013Q1";"2013Q2";"2013Q3";"2013Q4";"2014Q1";"2014Q2";"2014Q3";"2014Q4";"2015Q1";"2015Q2";"2015Q3";"2015Q4";"2016Q1";"2016Q2";"2016Q3";"2016Q4";"2017Q1";"2017Q2";"2017Q3";"2017Q4";"2018Q1";"2018Q2";"2018Q3";"2018Q4";"2019Q1";"2019Q2";"2019Q3";"2019Q4";"2020Q1";"2020Q2";"2020Q3";"2020Q4";"2021Q1";"2021Q2";"2021Q3"
"Prebivalci - SKUPAJ";"Spol - SKUPAJ";2055496;2055527;2056262;2058123;2058821;2058457;2059114;2060663;2061085;2060868;2061623;2062731;2062874;2061952;2063077;2064632;2064188;2063371;2064241;2065879;2065895;2064836;2066161;2065890;2066880;2067284;2070050;2076595;2080908;2084301;2089310;2094060;2095861;2097195;2100126;2111461;2108977;2107126;2107007
